"Name","Ticker","Return Date 
(Daily)","Total Ret 
YTD 
(Daily) 
USD","Total Ret 
1 Day 
(Daily) 
USD","Total Ret 
1 Wk 
(Daily) 
USD","Total Ret 
1 Mo 
(Daily) 
USD","Total Ret 
2 Mo 
(Daily) 
USD","Total Ret 
3 Mo 
(Daily) 
USD","Total Ret 
6 Mo 
(Daily) 
USD","Total Ret 
1 Yr 
(Daily) 
USD","Total Ret 
Annlzd 2 Yr 
(Daily) 
USD","Total Ret 
Annlzd 3 Yr 
(Daily) 
USD","Total Ret 
Annlzd 5 Yr 
(Daily) 
USD","Total Ret 
Annlzd 10 Yr 
(Daily) 
USD","% Rank Ind YTD (Daily)","% Rank Ind 1 Mo (Daily)","% Rank Ind 3 Mo (Daily)","% Rank Ind 1 Yr (Daily)","% Rank Ind Ann 3 Yr (Daily)","% Rank Ind Ann 5 Yr (Daily)","% Rank Ind Ann 10 Yr (Daily)","Return Date 
(Mo-End)","Total Ret 
YTD 
(Mo-End) 
USD","Total Ret 
1 Mo 
(Mo-End) 
USD","Total Ret 
2 Mo 
(Mo-End) 
USD","Total Ret 
3 Mo 
(Mo-End) 
USD","Total Ret 
1 Yr 
(Mo-End) 
USD","Total Ret 
Annlzd 2 Yr 
(Mo-End) 
USD","Total Ret 
Annlzd 3 Yr 
(Mo-End) 
USD","Total Ret 
Annlzd 5 Yr 
(Mo-End) 
USD","Total Ret 
Annlzd 10 Yr 
(Mo-End) 
USD","Total Ret 
Annlzd 15 Yr 
(Mo-End) 
USD","Total Ret 
Annlzd 20 Yr 
(Mo-End) 
USD","Return Date 
(Qtr-End)","Total Ret 
1 Mo 
(Qtr-End) 
USD","Total Ret 
2 Mo 
(Qtr-End) 
USD","Total Ret 
3 Mo 
(Qtr-End) 
USD","Total Ret 
6 Mo 
(Qtr-End) 
USD","Total Ret 
YTD 
(Qtr-End) 
USD","Total Ret 
1 Yr 
(Qtr-End) 
USD","Total Ret 
Annlzd 2 Yr 
(Qtr-End) 
USD","Total Ret 
Annlzd 3 Yr 
(Qtr-End) 
USD","Total Ret 
Annlzd 5 Yr 
(Qtr-End) 
USD","Total Ret 
Annlzd 10 Yr 
(Qtr-End) 
USD"
"Laboratory Corp of America Holdings","LH","2022-07-05","-23.39","-0.39","1.71","-1.50","-4.46","-8.91","-16.00","-13.40","18.90","10.63","9.44","10.11","38.00","39.00","34.00","35.00","40.00","38.00","51.00","2022-06-30","-25.18","-5.01","-2.16","-10.84","-14.78","18.96","10.78","8.81","9.76","7.61","8.54","2022-06-30","-5.01","-2.16","-10.84","-25.18","-25.18","-14.78","18.96","10.78","8.81","9.76"
"Lam Research Corp","LRCX","2022-07-05","-45.52","-1.53","-11.29","-24.07","-18.92","-22.51","-43.37","-37.48","11.16","30.12","23.62","27.36","86.00","74.00","61.00","79.00","36.00","29.00","12.00","2022-06-30","-40.33","-17.76","-8.18","-20.45","-33.59","16.28","33.00","25.99","28.21","15.61","17.50","2022-06-30","-17.76","-8.18","-20.45","-40.33","-40.33","-33.59","16.28","33.00","25.99","28.21"
"Lamb Weston Holdings Inc","LW","2022-07-05","16.58","2.43","2.36","7.67","15.72","22.15","17.06","-7.36","8.92","5.78","12.42","","15.00","16.00","12.00","53.00","40.00","19.00","","2022-06-30","13.52","5.74","8.48","19.69","-10.22","7.11","5.41","11.46","","","","2022-06-30","5.74","8.48","19.69","13.52","13.52","-10.22","7.11","5.41","11.46",""
"Las Vegas Sands Corp","LVS","2022-07-05","-7.65","-1.47","0.72","-0.57","-2.22","-8.12","-5.98","-34.50","-13.39","-15.67","-7.25","2.67","41.00","38.00","51.00","66.00","69.00","60.00","48.00","2022-06-30","-10.76","-5.27","-5.19","-13.58","-36.25","-14.12","-15.29","-8.08","2.47","-2.05","","2022-06-30","-5.27","-5.19","-13.58","-10.76","-10.76","-36.25","-14.12","-15.29","-8.08","2.47"
"Leidos Holdings Inc","LDOS","2022-07-05","12.82","-2.80","0.32","-5.52","-3.96","-6.77","9.55","-1.50","4.56","8.15","15.21","12.11","10.00","31.00","34.00","36.00","43.00","27.00","48.00","2022-06-30","14.09","-3.28","-2.36","-6.43","1.04","5.12","9.51","15.76","12.05","5.07","","2022-06-30","-3.28","-2.36","-6.43","14.09","14.09","1.04","5.12","9.51","15.76","12.05"
"Lennar Corp Class A","LEN","2022-07-05","-32.73","3.74","10.97","-3.49","-1.79","-1.40","-29.48","-22.68","14.96","18.26","9.31","10.12","74.00","38.00","48.00","62.00","16.00","23.00","58.00","2022-06-30","-38.60","-12.06","-7.74","-12.60","-27.71","8.62","14.65","7.01","9.36","5.09","5.37","2022-06-30","-12.06","-7.74","-12.60","-38.60","-38.60","-27.71","8.62","14.65","7.01","9.36"
"Lincoln National Corp","LNC","2022-07-05","-29.87","-1.30","-3.47","-15.63","-20.42","-27.65","-32.49","-24.20","20.61","-7.81","-4.59","10.59","95.00","93.00","94.00","87.00","79.00","79.00","27.00","2022-06-30","-30.16","-19.26","-22.24","-27.75","-22.80","16.75","-7.09","-4.27","10.24","-0.99","2.46","2022-06-30","-19.26","-22.24","-27.75","-30.16","-30.16","-22.80","16.75","-7.09","-4.27","10.24"
"Linde PLC","LIN","2022-07-05","-21.20","-5.19","-7.76","-18.46","-13.05","-15.53","-21.20","-5.71","12.32","11.79","16.89","10.68","53.00","64.00","57.00","35.00","36.00","16.00","39.00","2022-06-30","-16.33","-11.08","-7.46","-9.62","1.00","18.14","14.28","18.24","11.39","10.65","13.07","2022-06-30","-11.08","-7.46","-9.62","-16.33","-16.33","1.00","18.14","14.28","18.24","11.39"
"Live Nation Entertainment Inc","LYV","2022-07-05","-28.62","2.87","1.26","-10.35","-10.19","-24.80","-27.27","-2.12","37.24","7.04","19.91","24.63","70.00","68.00","72.00","37.00","26.00","9.00","7.00","2022-06-30","-31.01","-13.12","-21.26","-29.80","-5.72","36.49","7.62","18.83","24.57","9.09","","2022-06-30","-13.12","-21.26","-29.80","-31.01","-31.01","-5.72","36.49","7.62","18.83","24.57"
"LKQ Corp","LKQ","2022-07-05","-16.51","0.16","-0.64","-2.09","-1.83","12.68","-14.65","-0.04","39.46","23.66","9.19","11.38","52.00","38.00","20.00","29.00","14.00","17.00","27.00","2022-06-30","-17.39","-4.48","-0.58","8.65","1.26","37.92","23.27","8.63","11.57","14.95","","2022-06-30","-4.48","-0.58","8.65","-17.39","-17.39","1.26","37.92","23.27","8.63","11.57"
"Lockheed Martin Corp","LMT","2022-07-05","18.41","-4.21","-1.30","-6.20","-5.66","-6.53","17.51","11.73","9.80","6.42","10.36","18.90","20.00","38.00","40.00","28.00","32.00","22.00","15.00","2022-06-30","22.55","-2.31","0.15","-1.96","16.55","11.19","8.20","11.43","19.24","12.05","10.62","2022-06-30","-2.31","0.15","-1.96","22.55","22.55","16.55","11.19","8.20","11.43","19.24"
"Loews Corp","L","2022-07-05","1.46","-2.78","-1.76","-9.67","-8.18","-7.52","-0.30","6.80","32.31","2.08","4.91","4.15","44.00","83.00","65.00","41.00","65.00","46.00","74.00","2022-06-30","2.81","-9.51","-5.60","-8.48","8.89","32.01","3.16","5.27","4.20","1.42","6.65","2022-06-30","-9.51","-5.60","-8.48","2.81","2.81","8.89","32.01","3.16","5.27","4.20"
"Lowe's Companies Inc","LOW","2022-07-05","-29.79","1.42","2.95","-7.97","-8.19","-11.81","-28.76","-6.45","16.89","21.65","19.83","21.66","70.00","40.00","51.00","41.00","19.00","12.00","21.00","2022-06-30","-31.81","-10.56","-11.66","-13.22","-8.30","15.49","21.82","19.12","20.97","13.03","11.30","2022-06-30","-10.56","-11.66","-13.22","-31.81","-31.81","-8.30","15.49","21.82","19.12","20.97"
"Lumen Technologies Inc Ordinary Shares","LUMN","2022-07-05","-7.73","-0.54","-1.51","-4.81","5.49","0.44","-9.53","-11.82","15.59","6.16","-5.58","-3.02","53.00","64.00","38.00","61.00","37.00","69.00","76.00","2022-06-30","-9.08","-10.87","10.93","-0.98","-12.36","13.45","5.76","-5.87","-3.10","-1.25","1.82","2022-06-30","-10.87","10.93","-0.98","-9.08","-9.08","-12.36","13.45","5.76","-5.87","-3.10"
"LyondellBasell Industries NV","LYB","2022-07-05","0.43","-2.91","-3.74","-20.75","-17.89","-10.25","-3.78","-8.42","21.70","5.75","5.94","11.67","20.00","82.00","51.00","42.00","52.00","41.00","33.00","2022-06-30","2.98","-17.86","-11.49","-8.72","-5.47","24.29","7.07","6.12","12.43","","","2022-06-30","-17.86","-11.49","-8.72","2.98","2.98","-5.47","24.29","7.07","6.12","12.43"
"M&T Bank Corp","MTB","2022-07-05","4.85","-0.68","-2.75","-10.87","-7.15","-2.41","-2.58","11.92","29.13","-0.38","1.72","8.71","23.00","71.00","35.00","27.00","60.00","47.00","38.00","2022-06-30","5.35","-11.44","-3.63","-5.26","12.92","27.30","0.53","2.12","8.91","4.41","4.74","2022-06-30","-11.44","-3.63","-5.26","5.35","5.35","12.92","27.30","0.53","2.12","8.91"
"Marathon Oil Corp","MRO","2022-07-05","29.60","-6.30","-12.43","-33.30","-23.37","-14.48","23.65","54.44","87.39","16.29","13.42","-0.23","35.00","82.00","60.00","31.00","36.00","24.00","27.00","2022-06-30","37.82","-28.48","-9.47","-10.16","66.96","93.18","17.39","14.57","0.26","-1.14","7.11","2022-06-30","-28.48","-9.47","-10.16","37.82","37.82","66.96","93.18","17.39","14.57","0.26"
"Marathon Petroleum Corp","MPC","2022-07-05","29.55","-3.24","-7.84","-22.61","-12.52","-2.82","21.48","37.65","54.75","17.32","11.78","16.01","20.00","91.00","54.00","20.00","20.00","24.00","17.00","2022-06-30","30.29","-19.24","-5.12","-3.17","39.90","52.43","16.81","12.13","15.88","","","2022-06-30","-19.24","-5.12","-3.17","30.29","30.29","39.90","52.43","16.81","12.13","15.88"
"MarketAxess Holdings Inc","MKTX","2022-07-05","-35.28","2.72","-0.32","-4.92","-4.06","-13.70","-29.78","-42.34","-26.65","-7.31","6.02","26.19","76.00","52.00","72.00","78.00","76.00","45.00","8.00","2022-06-30","-37.41","-9.11","-2.62","-24.54","-44.19","-27.78","-6.41","5.82","26.16","19.88","","2022-06-30","-9.11","-2.62","-24.54","-37.41","-37.41","-44.19","-27.78","-6.41","5.82","26.16"
"Marriott International Inc Class A","MAR","2022-07-05","-15.89","-0.35","0.00","-20.59","-21.77","-20.12","-15.44","-1.61","25.82","-0.37","7.25","14.09","72.00","89.00","83.00","47.00","42.00","18.00","11.00","2022-06-30","-17.51","-20.73","-23.21","-22.44","-0.15","26.09","-0.61","7.03","14.00","8.63","10.90","2022-06-30","-20.73","-23.21","-22.44","-17.51","-17.51","-0.15","26.09","-0.61","7.03","14.00"
"Marsh & McLennan Companies Inc","MMC","2022-07-05","-9.52","-0.16","0.96","-0.67","-3.10","-8.09","-4.59","11.26","21.85","16.39","16.16","17.98","55.00","41.00","51.00","35.00","42.00","39.00","41.00","2022-06-30","-10.07","-2.94","-3.99","-8.59","11.88","21.79","17.32","16.07","18.08","12.22","6.76","2022-06-30","-2.94","-3.99","-8.59","-10.07","-10.07","11.88","21.79","17.32","16.07","18.08"
"Martin Marietta Materials Inc","MLM","2022-07-05","-31.48","1.55","-0.72","-13.02","-15.41","-20.98","-30.95","-13.30","19.60","10.04","6.53","14.99","83.00","67.00","78.00","53.00","34.00","34.00","22.00","2022-06-30","-31.79","-11.83","-15.35","-22.09","-14.25","21.30","9.99","6.84","14.97","4.77","11.27","2022-06-30","-11.83","-15.35","-22.09","-31.79","-31.79","-14.25","21.30","9.99","6.84","14.97"
"Masco Corp","MAS","2022-07-05","-24.21","2.03","2.77","-6.52","-2.04","4.25","-22.10","-8.58","4.10","11.26","7.88","15.58","58.00","51.00","26.00","45.00","42.00","34.00","25.00","2022-06-30","-27.14","-10.74","-3.44","-0.24","-12.36","2.04","10.40","7.04","15.44","5.20","4.43","2022-06-30","-10.74","-3.44","-0.24","-27.14","-27.14","-12.36","2.04","10.40","7.04","15.44"
"Mastercard Inc Class A","MA","2022-07-05","-10.88","0.32","0.30","-10.78","-9.65","-11.99","-14.35","-14.37","3.31","6.01","21.74","22.17","46.00","61.00","55.00","53.00","41.00","13.00","12.00","2022-06-30","-11.93","-11.85","-13.18","-11.59","-13.08","3.87","6.60","21.58","22.42","21.95","","2022-06-30","-11.85","-13.18","-11.59","-11.93","-11.93","-13.08","3.87","6.60","21.58","22.42"
"Match Group Inc","MTCH","2022-07-05","-43.92","3.73","3.27","-9.79","-3.54","-31.31","-40.92","-54.05","-13.41","3.91","20.02","18.60","71.00","62.00","75.00","66.00","28.00","17.00","14.00","2022-06-30","-47.30","-11.54","-11.95","-35.91","-56.78","-12.83","4.15","18.94","18.53","9.46","6.25","2022-06-30","-11.54","-11.95","-35.91","-47.30","-47.30","-56.78","-12.83","4.15","18.94","18.53"
"McCormick & Co Inc Registered Shs Non Vtg","MKC","2022-07-05","-12.57","1.73","-3.16","-6.40","-12.80","-17.82","-12.85","-3.47","-2.39","2.81","13.24","11.77","62.00","72.00","75.00","44.00","46.00","18.00","26.00","2022-06-30","-13.45","-10.21","-17.22","-16.21","-4.13","-2.10","3.99","12.85","11.87","11.34","10.63","2022-06-30","-10.21","-17.22","-16.21","-13.45","-13.45","-4.13","-2.10","3.99","12.85","11.87"
"McDonald's Corp","MCD","2022-07-05","-4.86","-0.26","3.90","1.58","1.91","2.08","-4.54","10.31","19.68","8.22","12.53","12.62","40.00","27.00","26.00","16.00","19.00","12.00","24.00","2022-06-30","-6.88","-1.57","-0.36","0.40","9.23","18.13","8.10","12.07","12.50","12.55","12.53","2022-06-30","-1.57","-0.36","0.40","-6.88","-6.88","9.23","18.13","8.10","12.07","12.50"
"McKesson Corp","MCK","2022-07-05","30.07","-2.17","0.26","1.90","2.42","5.16","30.73","68.38","46.09","32.75","14.87","13.50","7.00","31.00","25.00","4.00","10.00","17.00","25.00","2022-06-30","31.61","-0.75","5.51","6.71","71.56","46.61","35.10","15.23","13.73","12.35","12.48","2022-06-30","-0.75","5.51","6.71","31.61","31.61","71.56","46.61","35.10","15.23","13.73"
"Medtronic PLC","MDT","2022-07-05","-11.26","-0.97","1.45","-4.51","-12.80","-17.49","-13.40","-26.63","1.21","-0.16","2.70","10.93","22.00","47.00","50.00","39.00","43.00","40.00","30.00","2022-06-30","-11.98","-9.71","-13.35","-18.49","-25.63","1.62","0.01","2.67","10.79","5.24","4.99","2022-06-30","-9.71","-13.35","-18.49","-11.98","-11.98","-25.63","1.62","0.01","2.67","10.79"
"Merck & Co Inc","MRK","2022-07-05","22.68","0.24","0.82","3.80","6.04","11.48","19.19","21.32","12.60","6.11","10.63","10.72","15.00","35.00","14.00","28.00","64.00","36.00","55.00","2022-06-30","20.76","-0.18","3.57","11.96","20.73","12.81","6.33","10.34","10.55","6.13","4.78","2022-06-30","-0.18","3.57","11.96","20.76","20.76","20.73","12.81","6.33","10.34","10.55"
"Meta Platforms Inc Class A","META","2022-07-05","-50.00","5.10","4.67","-11.84","-19.25","-27.45","-48.12","-52.58","-15.11","-5.04","2.27","18.25","79.00","76.00","67.00","65.00","49.00","43.00","17.00","2022-06-30","-52.06","-16.73","-19.56","-27.48","-53.63","-15.73","-5.82","1.32","17.89","","","2022-06-30","-16.73","-19.56","-27.48","-52.06","-52.06","-53.63","-15.73","-5.82","1.32","17.89"
"MetLife Inc","MET","2022-07-05","1.33","-2.10","-2.20","-5.82","-6.90","-10.24","-2.03","6.39","36.21","10.24","6.52","10.54","27.00","54.00","58.00","23.00","20.00","25.00","24.00","2022-06-30","2.05","-6.83","-3.64","-9.95","8.15","35.03","11.24","7.01","10.54","2.07","5.85","2022-06-30","-6.83","-3.64","-9.95","2.05","2.05","8.15","35.03","11.24","7.01","10.54"
"Mettler-Toledo International Inc","MTD","2022-07-05","-30.74","1.17","3.95","-9.50","-10.36","-12.86","-25.75","-16.11","20.12","10.98","14.86","22.07","55.00","62.00","51.00","37.00","40.00","31.00","17.00","2022-06-30","-32.31","-10.68","-10.08","-16.34","-17.08","19.42","11.00","14.31","22.11","18.04","18.76","2022-06-30","-10.68","-10.08","-16.34","-32.31","-32.31","-17.08","19.42","11.00","14.31","22.11"
"MGM Resorts International","MGM","2022-07-05","-32.34","1.20","1.61","-12.53","-22.74","-27.12","-29.45","-29.78","34.23","1.75","0.49","11.27","78.00","74.00","86.00","63.00","34.00","39.00","24.00","2022-06-30","-35.48","-17.21","-29.45","-30.97","-32.10","31.32","0.94","-0.61","10.60","-6.40","3.01","2022-06-30","-17.21","-29.45","-30.97","-35.48","-35.48","-32.10","31.32","0.94","-0.61","10.60"
"Microchip Technology Inc","MCHP","2022-07-05","-34.91","-0.04","-5.57","-21.20","-17.16","-19.51","-32.95","-22.94","5.20","9.53","9.04","14.42","59.00","69.00","61.00","57.00","67.00","55.00","46.00","2022-06-30","-32.68","-20.06","-10.50","-22.34","-21.12","6.60","11.79","9.95","14.77","9.16","8.49","2022-06-30","-20.06","-10.50","-22.34","-32.68","-32.68","-21.12","6.60","11.79","9.95","14.77"
"Micron Technology Inc","MU","2022-07-05","-38.99","5.74","-1.95","-18.89","-20.42","-23.83","-39.80","-29.01","6.98","13.10","13.33","23.68","74.00","88.00","75.00","73.00","64.00","48.00","12.00","2022-06-30","-40.55","-25.14","-18.93","-28.90","-34.60","3.87","12.93","13.23","24.31","10.44","5.19","2022-06-30","-25.14","-18.93","-28.90","-40.55","-40.55","-34.60","3.87","12.93","13.23","24.31"
"Microsoft Corp","MSFT","2022-07-05","-21.48","1.26","2.48","-2.66","-5.00","-15.25","-16.53","-4.46","13.87","25.27","31.62","24.69","39.00","41.00","42.00","24.00","17.00","9.00","12.00","2022-06-30","-23.27","-5.53","-7.23","-16.50","-4.30","13.34","25.28","31.09","24.47","16.08","12.34","2022-06-30","-5.53","-7.23","-16.50","-23.27","-23.27","-4.30","13.34","25.28","31.09","24.47"
"Mid-America Apartment Communities Inc","MAA","2022-07-05","-24.16","-2.06","-0.82","-4.07","-7.79","-18.15","-22.04","2.99","23.79","14.92","12.69","11.58","85.00","47.00","78.00","37.00","21.00","22.00","24.00","2022-06-30","-22.92","-3.50","-11.19","-16.09","6.22","26.31","16.64","13.01","11.86","10.08","11.44","2022-06-30","-3.50","-11.19","-16.09","-22.92","-22.92","6.22","26.31","16.64","13.01","11.86"
"Moderna Inc","MRNA","2022-07-05","-38.76","3.73","9.39","13.41","9.52","-4.02","-27.73","-33.62","62.96","118.26","","","56.00","38.00","40.00","36.00","2.00","","","2022-06-30","-43.76","-1.71","6.28","-17.07","-39.21","49.16","113.69","","","","","2022-06-30","-1.71","6.28","-17.07","-43.76","-43.76","-39.21","49.16","113.69","",""
"Mohawk Industries Inc","MHK","2022-07-05","-30.86","-2.33","-1.42","-9.48","-17.73","2.17","-30.95","-35.43","12.68","-5.95","-12.37","6.06","70.00","55.00","22.00","70.00","70.00","80.00","55.00","2022-06-30","-31.89","-12.28","-12.03","-0.09","-35.43","10.43","-5.59","-12.48","5.92","1.40","3.57","2022-06-30","-12.28","-12.03","-0.09","-31.89","-31.89","-35.43","10.43","-5.59","-12.48","5.92"
"Molina Healthcare Inc","MOH","2022-07-05","-12.41","-1.52","2.34","-1.11","-10.58","-15.39","-7.81","8.41","23.71","24.73","32.10","28.21","81.00","64.00","89.00","71.00","33.00","11.00","5.00","2022-06-30","-12.09","-3.66","-10.80","-16.18","10.49","25.34","25.01","32.23","28.12","19.09","","2022-06-30","-3.66","-10.80","-16.18","-12.09","-12.09","10.49","25.34","25.01","32.23","28.12"
"Molson Coors Beverage Co Shs -B- Non-Voting","TAP","2022-07-05","21.04","-0.50","-0.75","3.32","5.85","8.43","13.54","5.52","26.75","0.95","-6.50","5.28","11.00","39.00","30.00","23.00","39.00","79.00","58.00","2022-06-30","19.24","-1.70","1.39","2.83","4.21","27.61","0.98","-6.73","5.10","3.13","4.56","2022-06-30","-1.70","1.39","2.83","19.24","19.24","4.21","27.61","0.98","-6.73","5.10"
"Mondelez International Inc Class A","MDLZ","2022-07-05","-4.72","-1.36","1.80","0.67","-3.68","-0.29","-6.28","2.04","12.48","6.10","9.60","8.21","61.00","27.00","46.00","38.00","49.00","31.00","48.00","2022-06-30","-5.31","-1.76","-3.16","-0.54","1.68","12.53","6.92","9.44","8.28","6.55","4.32","2022-06-30","-1.76","-3.16","-0.54","-5.31","-5.31","1.68","12.53","6.92","9.44","8.28"
"Monolithic Power Systems Inc","MPWR","2022-07-05","-24.95","1.04","-6.95","-19.23","-18.25","-15.90","-19.60","-1.29","25.53","39.90","31.60","33.70","40.00","58.00","54.00","26.00","20.00","14.00","4.00","2022-06-30","-21.85","-14.57","-1.90","-20.77","3.56","28.11","42.24","32.46","34.91","23.15","","2022-06-30","-14.57","-1.90","-20.77","-21.85","-21.85","3.56","28.11","42.24","32.46","34.91"
"Monster Beverage Corp","MNST","2022-07-05","0.07","1.61","5.84","8.20","15.74","17.35","0.06","5.78","17.80","13.39","14.19","14.55","48.00","13.00","15.00","39.00","24.00","19.00","19.00","2022-06-30","-3.48","4.02","8.19","16.02","1.48","15.64","13.24","13.29","14.60","18.61","41.58","2022-06-30","4.02","8.19","16.02","-3.48","-3.48","1.48","15.64","13.24","13.29","14.60"
"Moody's Corporation","MCO","2022-07-05","-27.94","1.87","3.49","-1.83","-7.65","-18.02","-25.35","-23.15","1.26","12.55","18.58","23.24","90.00","56.00","87.00","89.00","38.00","23.00","23.00","2022-06-30","-30.01","-9.82","-13.84","-19.19","-24.22","0.41","12.63","18.36","22.95","10.83","13.10","2022-06-30","-9.82","-13.84","-19.19","-30.01","-30.01","-24.22","0.41","12.63","18.36","22.95"
"Morgan Stanley","MS","2022-07-05","-21.04","-0.83","-2.62","-9.52","-10.40","-9.93","-23.77","-14.26","29.63","22.72","12.70","19.51","57.00","61.00","48.00","52.00","29.00","28.00","17.00","2022-06-30","-21.09","-11.70","-5.62","-12.17","-13.99","28.91","23.07","13.48","19.43","1.26","4.63","2022-06-30","-11.70","-5.62","-12.17","-21.09","-21.09","-13.99","28.91","23.07","13.48","19.43"
"Motorola Solutions Inc","MSI","2022-07-05","-21.31","1.02","0.95","-5.56","1.25","-10.30","-17.48","-2.58","27.06","8.93","20.96","17.05","58.00","40.00","52.00","37.00","33.00","11.00","14.00","2022-06-30","-22.27","-4.26","-1.54","-13.13","-1.92","24.00","9.34","20.70","16.90","4.96","5.07","2022-06-30","-4.26","-1.54","-13.13","-22.27","-22.27","-1.92","24.00","9.34","20.70","16.90"
"MSCI Inc","MSCI","2022-07-05","-30.78","1.03","2.15","-3.75","1.68","-17.57","-25.09","-21.36","12.02","21.26","33.42","29.11","93.00","59.00","86.00","83.00","15.00","5.00","5.00","2022-06-30","-32.39","-6.83","-1.91","-17.84","-21.90","12.09","20.92","32.84","28.83","","","2022-06-30","-6.83","-1.91","-17.84","-32.39","-32.39","-21.90","12.09","20.92","32.84","28.83"
"Nasdaq Inc","NDAQ","2022-07-05","-24.47","1.22","1.83","2.61","2.06","-13.16","-18.66","-10.21","16.06","17.43","18.43","22.47","78.00","26.00","76.00","59.00","19.00","23.00","24.00","2022-06-30","-26.82","-1.37","-2.69","-14.06","-11.97","14.55","18.16","17.78","22.05","12.17","","2022-06-30","-1.37","-2.69","-14.06","-26.82","-26.82","-11.97","14.55","18.16","17.78","22.05"
"NetApp Inc","NTAP","2022-07-05","-29.10","2.29","-2.16","-9.69","-12.16","-20.25","-29.61","-20.21","25.09","3.69","12.75","9.22","67.00","67.00","68.00","57.00","51.00","26.00","38.00","2022-06-30","-27.99","-9.33","-10.94","-20.80","-17.82","24.85","4.83","12.91","9.13","6.61","9.49","2022-06-30","-9.33","-10.94","-20.80","-27.99","-27.99","-17.82","24.85","4.83","12.91","9.13"
"Netflix Inc","NFLX","2022-07-05","-69.15","3.30","3.50","-6.58","-1.30","-51.10","-67.25","-65.19","-37.57","-21.25","4.72","31.89","96.00","47.00","95.00","87.00","77.00","32.00","5.00","2022-06-30","-70.97","-11.43","-8.14","-53.32","-66.89","-38.01","-21.92","3.20","33.42","31.83","29.46","2022-06-30","-11.43","-8.14","-53.32","-70.97","-70.97","-66.89","-38.01","-21.92","3.20","33.42"
"Newell Brands Inc","NWL","2022-07-05","-6.32","2.51","2.99","-5.30","-10.45","-5.86","-11.20","-23.09","16.94","14.10","-14.46","4.17","43.00","79.00","63.00","63.00","19.00","82.00","61.00","2022-06-30","-10.71","-11.19","-16.76","-10.00","-27.34","14.67","12.23","-15.11","4.09","-0.04","-0.24","2022-06-30","-11.19","-16.76","-10.00","-10.71","-10.71","-27.34","14.67","12.23","-15.11","4.09"
"Newmont Corp","NEM","2022-07-05","-1.95","-2.39","-5.16","-11.96","-16.70","-24.54","0.80","-2.29","2.19","18.75","15.16","3.42","22.00","34.00","41.00","21.00","27.00","21.00","20.00","2022-06-30","-2.02","-11.25","-17.34","-24.20","-2.38","1.51","18.67","15.36","3.53","4.15","5.26","2022-06-30","-11.25","-17.34","-24.20","-2.02","-2.02","-2.38","1.51","18.67","15.36","3.53"
"News Corp Class A","NWSA","2022-07-05","-29.49","-0.76","0.90","-9.13","-20.78","-28.95","-27.94","-38.52","15.43","6.44","3.91","","69.00","53.00","74.00","70.00","29.00","31.00","","2022-06-30","-29.72","-10.46","-21.55","-29.66","-38.77","16.08","6.25","3.89","","","","2022-06-30","-10.46","-21.55","-29.66","-29.72","-29.72","-38.77","16.08","6.25","3.89",""
"News Corp Class B","NWS","2022-07-05","-28.67","-0.93","0.89","-8.70","-18.58","-28.64","-27.18","-33.97","16.24","5.96","3.68","","68.00","49.00","73.00","64.00","29.00","32.00","","2022-06-30","-28.93","-9.61","-20.19","-29.44","-33.92","16.76","5.71","3.60","","","","2022-06-30","-9.61","-20.19","-29.44","-28.93","-28.93","-33.92","16.76","5.71","3.60",""
"NextEra Energy Inc","NEE","2022-07-05","-14.35","-1.80","3.49","0.53","10.71","-7.87","-10.89","8.68","15.52","17.09","19.83","18.01","82.00","10.00","69.00","48.00","18.00","12.00","6.00","2022-06-30","-16.12","2.34","9.67","-8.06","7.91","15.83","16.93","19.14","17.72","13.14","13.36","2022-06-30","2.34","9.67","-8.06","-16.12","-16.12","7.91","15.83","16.93","19.14","17.72"
"Nielsen Holdings PLC","NLSN","2022-07-05","14.92","-0.72","-0.89","-7.57","-11.98","-14.04","15.09","-4.24","27.50","2.04","-6.43","1.83","14.00","65.00","61.00","50.00","61.00","79.00","68.00","2022-06-30","13.80","-8.92","-13.17","-14.54","-4.90","26.29","2.35","-6.93","1.89","","","2022-06-30","-8.92","-13.17","-14.54","13.80","13.80","-4.90","26.29","2.35","-6.93","1.89"
"Nike Inc Class B","NKE","2022-07-05","-37.04","3.10","1.50","-13.75","-11.81","-20.92","-35.33","-33.95","4.06","7.39","13.66","17.12","83.00","88.00","83.00","68.00","35.00","23.00","16.00","2022-06-30","-38.32","-13.75","-17.80","-23.82","-33.08","3.22","7.88","12.66","17.47","14.51","15.10","2022-06-30","-13.75","-17.80","-23.82","-38.32","-38.32","-33.08","3.22","7.88","12.66","17.47"
"NiSource Inc","NI","2022-07-05","5.11","-4.99","-2.73","-9.13","-2.59","-9.65","4.50","18.65","13.93","1.88","5.20","10.29","23.00","68.00","79.00","17.00","43.00","40.00","34.00","2022-06-30","8.51","-6.23","1.27","-6.53","24.08","17.25","3.66","5.79","10.37","8.56","6.43","2022-06-30","-6.23","1.27","-6.53","8.51","8.51","24.08","17.25","3.66","5.79","10.37"
